"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	38	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Feb., 2019"	"2019/02"	38	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Mar., 2019"	"2019/03"	37	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Apr., 2019"	"2019/04"	49	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"May, 2019"	"2019/05"	32	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jun., 2019"	"2019/06"	33	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jul., 2019"	"2019/07"	34	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Aug., 2019"	"2019/08"	29	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Sep., 2019"	"2019/09"	41	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Oct., 2019"	"2019/10"	34	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Nov., 2019"	"2019/11"	39	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Dec., 2019"	"2019/12"	31	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2020 "	"2020"	"Jan., 2020 "	"2020/01"	31	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2020 "	"2020"	"Feb., 2020 "	"2020/02"	32	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2020 "	"2020"	"Mar., 2020 "	"2020/03"	41	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2020 "	"2020"	"Apr., 2020 "	"2020/04"	36	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2020 "	"2020"	"May, 2020 "	"2020/05"	23	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2020 "	"2020"	"Jun., 2020 "	"2020/06"	23	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2020 "	"2020"	"Jul., 2020 "	"2020/07"	26	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2020 "	"2020"	"Aug., 2020 "	"2020/08"	35	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2020 "	"2020"	"Sep., 2020 "	"2020/09"	31	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2020 "	"2020"	"Oct., 2020 "	"2020/10"	30	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2020 "	"2020"	"Nov., 2020 "	"2020/11"	28	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2020 "	"2020"	"Dec., 2020 "	"2020/12"	28	Not Applicable	Not Applicable
	"Delaware"	"10"	"1999"	"1999"	"Jul., 1999"	"1999/07"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"1999"	"1999"	"Aug., 1999"	"1999/08"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2000"	"2000"	"Mar., 2000"	"2000/03"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2001"	"2001"	"Jan., 2001"	"2001/01"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2001"	"2001"	"May, 2001"	"2001/05"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"2001"	"2001"	"Aug., 2001"	"2001/08"	14	Not Applicable	Not Applicable
	"Delaware"	"10"	"2001"	"2001"	"Oct., 2001"	"2001/10"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2001"	"2001"	"Dec., 2001"	"2001/12"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2002"	"2002"	"Aug., 2002"	"2002/08"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2002"	"2002"	"Oct., 2002"	"2002/10"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	"Jun., 2003"	"2003/06"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	"Jul., 2003"	"2003/07"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"2004"	"2004"	"Jan., 2004"	"2004/01"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2004"	"2004"	"Mar., 2004"	"2004/03"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	"May, 2005"	"2005/05"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	"Aug., 2005"	"2005/08"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2006"	"2006"	"Jan., 2006"	"2006/01"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2006"	"2006"	"Feb., 2006"	"2006/02"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2006"	"2006"	"Nov., 2006"	"2006/11"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2006"	"2006"	"Dec., 2006"	"2006/12"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2007"	"2007"	"May, 2007"	"2007/05"	14	Not Applicable	Not Applicable
	"Delaware"	"10"	"2007"	"2007"	"Jul., 2007"	"2007/07"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2007"	"2007"	"Dec., 2007"	"2007/12"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Jan., 2008"	"2008/01"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Feb., 2008"	"2008/02"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Mar., 2008"	"2008/03"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"May, 2008"	"2008/05"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Jul., 2008"	"2008/07"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2009"	"2009"	"Feb., 2009"	"2009/02"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"2009"	"2009"	"Aug., 2009"	"2009/08"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"2009"	"2009"	"Sep., 2009"	"2009/09"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2010"	"2010"	"Jan., 2010"	"2010/01"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"2010"	"2010"	"Mar., 2010"	"2010/03"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"2010"	"2010"	"Jun., 2010"	"2010/06"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2010"	"2010"	"Aug., 2010"	"2010/08"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2010"	"2010"	"Sep., 2010"	"2010/09"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2011"	"2011"	"Apr., 2011"	"2011/04"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2011"	"2011"	"Jun., 2011"	"2011/06"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"2011"	"2011"	"Aug., 2011"	"2011/08"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2011"	"2011"	"Nov., 2011"	"2011/11"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2011"	"2011"	"Dec., 2011"	"2011/12"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Jan., 2012"	"2012/01"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Feb., 2012"	"2012/02"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Mar., 2012"	"2012/03"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Apr., 2012"	"2012/04"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Jun., 2012"	"2012/06"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Aug., 2012"	"2012/08"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Oct., 2012"	"2012/10"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Nov., 2012"	"2012/11"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2013"	"2013"	"Feb., 2013"	"2013/02"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2013"	"2013"	"Mar., 2013"	"2013/03"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"2013"	"2013"	"May, 2013"	"2013/05"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2013"	"2013"	"Jun., 2013"	"2013/06"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2013"	"2013"	"Jul., 2013"	"2013/07"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2013"	"2013"	"Aug., 2013"	"2013/08"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2013"	"2013"	"Nov., 2013"	"2013/11"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2014"	"2014"	"May, 2014"	"2014/05"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"2014"	"2014"	"Jun., 2014"	"2014/06"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2014"	"2014"	"Jul., 2014"	"2014/07"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2014"	"2014"	"Aug., 2014"	"2014/08"	20	Not Applicable	Not Applicable
	"Delaware"	"10"	"2014"	"2014"	"Sep., 2014"	"2014/09"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2014"	"2014"	"Oct., 2014"	"2014/10"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"2015"	"2015"	"Mar., 2015"	"2015/03"	14	Not Applicable	Not Applicable
	"Delaware"	"10"	"2015"	"2015"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2015"	"2015"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2015"	"2015"	"Jun., 2015"	"2015/06"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"2015"	"2015"	"Jul., 2015"	"2015/07"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2015"	"2015"	"Sep., 2015"	"2015/09"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2015"	"2015"	"Oct., 2015"	"2015/10"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2016"	"2016"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2016"	"2016"	"Mar., 2016"	"2016/03"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2016"	"2016"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2016"	"2016"	"May, 2016"	"2016/05"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"2016"	"2016"	"Jul., 2016"	"2016/07"	16	Not Applicable	Not Applicable
	"Delaware"	"10"	"2016"	"2016"	"Aug., 2016"	"2016/08"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"2016"	"2016"	"Dec., 2016"	"2016/12"	14	Not Applicable	Not Applicable
	"Delaware"	"10"	"2017"	"2017"	"Jan., 2017"	"2017/01"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2017"	"2017"	"May, 2017"	"2017/05"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2017"	"2017"	"Jun., 2017"	"2017/06"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"2017"	"2017"	"Jul., 2017"	"2017/07"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"2017"	"2017"	"Aug., 2017"	"2017/08"	14	Not Applicable	Not Applicable
	"Delaware"	"10"	"2017"	"2017"	"Sep., 2017"	"2017/09"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2017"	"2017"	"Oct., 2017"	"2017/10"	14	Not Applicable	Not Applicable
	"Delaware"	"10"	"2018"	"2018"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2018"	"2018"	"May, 2018"	"2018/05"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2018"	"2018"	"Jun., 2018"	"2018/06"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"2018"	"2018"	"Jul., 2018"	"2018/07"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2018"	"2018"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2019"	"2019"	"Jan., 2019"	"2019/01"	12	Not Applicable	Not Applicable
	"Delaware"	"10"	"2019"	"2019"	"Mar., 2019"	"2019/03"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2019"	"2019"	"May, 2019"	"2019/05"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"2019"	"2019"	"Jul., 2019"	"2019/07"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2019"	"2019"	"Aug., 2019"	"2019/08"	14	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020 "	"2020"	"Jan., 2020 "	"2020/01"	15	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020 "	"2020"	"Feb., 2020 "	"2020/02"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020 "	"2020"	"Apr., 2020 "	"2020/04"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020 "	"2020"	"Jun., 2020 "	"2020/06"	14	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020 "	"2020"	"Jul., 2020 "	"2020/07"	17	Not Applicable	Not Applicable
	"Delaware"	"10"	"2020 "	"2020"	"Nov., 2020 "	"2020/11"	11	Not Applicable	Not Applicable
	"Florida"	"12"	"1999"	"1999"	"Jan., 1999"	"1999/01"	175	Not Applicable	Not Applicable
	"Florida"	"12"	"1999"	"1999"	"Feb., 1999"	"1999/02"	157	Not Applicable	Not Applicable
	"Florida"	"12"	"1999"	"1999"	"Mar., 1999"	"1999/03"	176	Not Applicable	Not Applicable
	"Florida"	"12"	"1999"	"1999"	"Apr., 1999"	"1999/04"	177	Not Applicable	Not Applicable
	"Florida"	"12"	"1999"	"1999"	"May, 1999"	"1999/05"	146	Not Applicable	Not Applicable
	"Florida"	"12"	"1999"	"1999"	"Jun., 1999"	"1999/06"	157	Not Applicable	Not Applicable
	"Florida"	"12"	"1999"	"1999"	"Jul., 1999"	"1999/07"	192	Not Applicable	Not Applicable
	"Florida"	"12"	"1999"	"1999"	"Aug., 1999"	"1999/08"	205	Not Applicable	Not Applicable
	"Florida"	"12"	"1999"	"1999"	"Sep., 1999"	"1999/09"	140	Not Applicable	Not Applicable
	"Florida"	"12"	"1999"	"1999"	"Oct., 1999"	"1999/10"	201	Not Applicable	Not Applicable
	"Florida"	"12"	"1999"	"1999"	"Nov., 1999"	"1999/11"	158	Not Applicable	Not Applicable
	"Florida"	"12"	"1999"	"1999"	"Dec., 1999"	"1999/12"	156	Not Applicable	Not Applicable
	"Florida"	"12"	"2000"	"2000"	"Jan., 2000"	"2000/01"	190	Not Applicable	Not Applicable
	"Florida"	"12"	"2000"	"2000"	"Feb., 2000"	"2000/02"	188	Not Applicable	Not Applicable
	"Florida"	"12"	"2000"	"2000"	"Mar., 2000"	"2000/03"	159	Not Applicable	Not Applicable
	"Florida"	"12"	"2000"	"2000"	"Apr., 2000"	"2000/04"	177	Not Applicable	Not Applicable
	"Florida"	"12"	"2000"	"2000"	"May, 2000"	"2000/05"	201	Not Applicable	Not Applicable
	"Florida"	"12"	"2000"	"2000"	"Jun., 2000"	"2000/06"	174	Not Applicable	Not Applicable
	"Florida"	"12"	"2000"	"2000"	"Jul., 2000"	"2000/07"	151	Not Applicable	Not Applicable
	"Florida"	"12"	"2000"	"2000"	"Aug., 2000"	"2000/08"	183	Not Applicable	Not Applicable
	"Florida"	"12"	"2000"	"2000"	"Sep., 2000"	"2000/09"	172	Not Applicable	Not Applicable
	"Florida"	"12"	"2000"	"2000"	"Oct., 2000"	"2000/10"	166	Not Applicable	Not Applicable
	"Florida"	"12"	"2000"	"2000"	"Nov., 2000"	"2000/11"	148	Not Applicable	Not Applicable
	"Florida"	"12"	"2000"	"2000"	"Dec., 2000"	"2000/12"	188	Not Applicable	Not Applicable
	"Florida"	"12"	"2001"	"2001"	"Jan., 2001"	"2001/01"	190	Not Applicable	Not Applicable
	"Florida"	"12"	"2001"	"2001"	"Feb., 2001"	"2001/02"	177	Not Applicable	Not Applicable
	"Florida"	"12"	"2001"	"2001"	"Mar., 2001"	"2001/03"	183	Not Applicable	Not Applicable
	"Florida"	"12"	"2001"	"2001"	"Apr., 2001"	"2001/04"	167	Not Applicable	Not Applicable
	"Florida"	"12"	"2001"	"2001"	"May, 2001"	"2001/05"	210	Not Applicable	Not Applicable
	"Florida"	"12"	"2001"	"2001"	"Jun., 2001"	"2001/06"	185	Not Applicable	Not Applicable
	"Florida"	"12"	"2001"	"2001"	"Jul., 2001"	"2001/07"	195	Not Applicable	Not Applicable
	"Florida"	"12"	"2001"	"2001"	"Aug., 2001"	"2001/08"	204	Not Applicable	Not Applicable
	"Florida"	"12"	"2001"	"2001"	"Sep., 2001"	"2001/09"	199	Not Applicable	Not Applicable
	"Florida"	"12"	"2001"	"2001"	"Oct., 2001"	"2001/10"	217	Not Applicable	Not Applicable
	"Florida"	"12"	"2001"	"2001"	"Nov., 2001"	"2001/11"	207	Not Applicable	Not Applicable
	"Florida"	"12"	"2001"	"2001"	"Dec., 2001"	"2001/12"	183	Not Applicable	Not Applicable
	"Florida"	"12"	"2002"	"2002"	"Jan., 2002"	"2002/01"	223	Not Applicable	Not Applicable
	"Florida"	"12"	"2002"	"2002"	"Feb., 2002"	"2002/02"	159	Not Applicable	Not Applicable
	"Florida"	"12"	"2002"	"2002"	"Mar., 2002"	"2002/03"	230	Not Applicable	Not Applicable
	"Florida"	"12"	"2002"	"2002"	"Apr., 2002"	"2002/04"	202	Not Applicable	Not Applicable
	"Florida"	"12"	"2002"	"2002"	"May, 2002"	"2002/05"	204	Not Applicable	Not Applicable
	"Florida"	"12"	"2002"	"2002"	"Jun., 2002"	"2002/06"	191	Not Applicable	Not Applicable
	"Florida"	"12"	"2002"	"2002"	"Jul., 2002"	"2002/07"	183	Not Applicable	Not Applicable
	"Florida"	"12"	"2002"	"2002"	"Aug., 2002"	"2002/08"	232	Not Applicable	Not Applicable
	"Florida"	"12"	"2002"	"2002"	"Sep., 2002"	"2002/09"	202	Not Applicable	Not Applicable
	"Florida"	"12"	"2002"	"2002"	"Oct., 2002"	"2002/10"	175	Not Applicable	Not Applicable
	"Florida"	"12"	"2002"	"2002"	"Nov., 2002"	"2002/11"	172	Not Applicable	Not Applicable
	"Florida"	"12"	"2002"	"2002"	"Dec., 2002"	"2002/12"	182	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Jan., 2003"	"2003/01"	196	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Feb., 2003"	"2003/02"	174	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Mar., 2003"	"2003/03"	203	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Apr., 2003"	"2003/04"	214	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"May, 2003"	"2003/05"	214	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Jun., 2003"	"2003/06"	209	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Jul., 2003"	"2003/07"	206	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Aug., 2003"	"2003/08"	201	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Sep., 2003"	"2003/09"	167	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Oct., 2003"	"2003/10"	195	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Nov., 2003"	"2003/11"	160	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Dec., 2003"	"2003/12"	163	Not Applicable	Not Applicable
	"Florida"	"12"	"2004"	"2004"	"Jan., 2004"	"2004/01"	190	Not Applicable	Not Applicable
	"Florida"	"12"	"2004"	"2004"	"Feb., 2004"	"2004/02"	209	Not Applicable	Not Applicable
	"Florida"	"12"	"2004"	"2004"	"Mar., 2004"	"2004/03"	206	Not Applicable	Not Applicable
	"Florida"	"12"	"2004"	"2004"	"Apr., 2004"	"2004/04"	181	Not Applicable	Not Applicable
	"Florida"	"12"	"2004"	"2004"	"May, 2004"	"2004/05"	211	Not Applicable	Not Applicable
	"Florida"	"12"	"2004"	"2004"	"Jun., 2004"	"2004/06"	204	Not Applicable	Not Applicable
	"Florida"	"12"	"2004"	"2004"	"Jul., 2004"	"2004/07"	202	Not Applicable	Not Applicable
	"Florida"	"12"	"2004"	"2004"	"Aug., 2004"	"2004/08"	195	Not Applicable	Not Applicable
	"Florida"	"12"	"2004"	"2004"	"Sep., 2004"	"2004/09"	201	Not Applicable	Not Applicable
	"Florida"	"12"	"2004"	"2004"	"Oct., 2004"	"2004/10"	213	Not Applicable	Not Applicable
	"Florida"	"12"	"2004"	"2004"	"Nov., 2004"	"2004/11"	205	Not Applicable	Not Applicable
	"Florida"	"12"	"2004"	"2004"	"Dec., 2004"	"2004/12"	177	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Jan., 2005"	"2005/01"	199	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Feb., 2005"	"2005/02"	189	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Mar., 2005"	"2005/03"	197	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Apr., 2005"	"2005/04"	208	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"May, 2005"	"2005/05"	196	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Jun., 2005"	"2005/06"	196	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Jul., 2005"	"2005/07"	206	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Aug., 2005"	"2005/08"	208	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Sep., 2005"	"2005/09"	203	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Oct., 2005"	"2005/10"	169	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Nov., 2005"	"2005/11"	183	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Dec., 2005"	"2005/12"	200	Not Applicable	Not Applicable
	"Florida"	"12"	"2006"	"2006"	"Jan., 2006"	"2006/01"	211	Not Applicable	Not Applicable
	"Florida"	"12"	"2006"	"2006"	"Feb., 2006"	"2006/02"	158	Not Applicable	Not Applicable
	"Florida"	"12"	"2006"	"2006"	"Mar., 2006"	"2006/03"	195	Not Applicable	Not Applicable
	"Florida"	"12"	"2006"	"2006"	"Apr., 2006"	"2006/04"	210	Not Applicable	Not Applicable
	"Florida"	"12"	"2006"	"2006"	"May, 2006"	"2006/05"	219	Not Applicable	Not Applicable
	"Florida"	"12"	"2006"	"2006"	"Jun., 2006"	"2006/06"	224	Not Applicable	Not Applicable
	"Florida"	"12"	"2006"	"2006"	"Jul., 2006"	"2006/07"	187	Not Applicable	Not Applicable
	"Florida"	"12"	"2006"	"2006"	"Aug., 2006"	"2006/08"	199	Not Applicable	Not Applicable
	"Florida"	"12"	"2006"	"2006"	"Sep., 2006"	"2006/09"	205	Not Applicable	Not Applicable
	"Florida"	"12"	"2006"	"2006"	"Oct., 2006"	"2006/10"	233	Not Applicable	Not Applicable
	"Florida"	"12"	"2006"	"2006"	"Nov., 2006"	"2006/11"	203	Not Applicable	Not Applicable
	"Florida"	"12"	"2006"	"2006"	"Dec., 2006"	"2006/12"	206	Not Applicable	Not Applicable
	"Florida"	"12"	"2007"	"2007"	"Jan., 2007"	"2007/01"	216	Not Applicable	Not Applicable
	"Florida"	"12"	"2007"	"2007"	"Feb., 2007"	"2007/02"	185	Not Applicable	Not Applicable
	"Florida"	"12"	"2007"	"2007"	"Mar., 2007"	"2007/03"	214	Not Applicable	Not Applicable
	"Florida"	"12"	"2007"	"2007"	"Apr., 2007"	"2007/04"	230	Not Applicable	Not Applicable
	"Florida"	"12"	"2007"	"2007"	"May, 2007"	"2007/05"	216	Not Applicable	Not Applicable
	"Florida"	"12"	"2007"	"2007"	"Jun., 2007"	"2007/06"	208	Not Applicable	Not Applicable
	"Florida"	"12"	"2007"	"2007"	"Jul., 2007"	"2007/07"	227	Not Applicable	Not Applicable
	"Florida"	"12"	"2007"	"2007"	"Aug., 2007"	"2007/08"	219	Not Applicable	Not Applicable
	"Florida"	"12"	"2007"	"2007"	"Sep., 2007"	"2007/09"	215	Not Applicable	Not Applicable
	"Florida"	"12"	"2007"	"2007"	"Oct., 2007"	"2007/10"	241	Not Applicable	Not Applicable
	"Florida"	"12"	"2007"	"2007"	"Nov., 2007"	"2007/11"	210	Not Applicable	Not Applicable
	"Florida"	"12"	"2007"	"2007"	"Dec., 2007"	"2007/12"	211	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Jan., 2008"	"2008/01"	242	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Feb., 2008"	"2008/02"	218	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Mar., 2008"	"2008/03"	218	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Apr., 2008"	"2008/04"	213	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"May, 2008"	"2008/05"	267	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Jun., 2008"	"2008/06"	251	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Jul., 2008"	"2008/07"	233	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Aug., 2008"	"2008/08"	194	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Sep., 2008"	"2008/09"	242	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Oct., 2008"	"2008/10"	242	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Nov., 2008"	"2008/11"	193	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Dec., 2008"	"2008/12"	233	Not Applicable	Not Applicable
	"Florida"	"12"	"2009"	"2009"	"Jan., 2009"	"2009/01"	240	Not Applicable	Not Applicable
	"Florida"	"12"	"2009"	"2009"	"Feb., 2009"	"2009/02"	216	Not Applicable	Not Applicable
	"Florida"	"12"	"2009"	"2009"	"Mar., 2009"	"2009/03"	233	Not Applicable	Not Applicable
	"Florida"	"12"	"2009"	"2009"	"Apr., 2009"	"2009/04"	256	Not Applicable	Not Applicable
	"Florida"	"12"	"2009"	"2009"	"May, 2009"	"2009/05"	262	Not Applicable	Not Applicable
	"Florida"	"12"	"2009"	"2009"	"Jun., 2009"	"2009/06"	254	Not Applicable	Not Applicable
	"Florida"	"12"	"2009"	"2009"	"Jul., 2009"	"2009/07"	245	Not Applicable	Not Applicable
	"Florida"	"12"	"2009"	"2009"	"Aug., 2009"	"2009/08"	260	Not Applicable	Not Applicable
	"Florida"	"12"	"2009"	"2009"	"Sep., 2009"	"2009/09"	260	Not Applicable	Not Applicable
	"Florida"	"12"	"2009"	"2009"	"Oct., 2009"	"2009/10"	220	Not Applicable	Not Applicable
	"Florida"	"12"	"2009"	"2009"	"Nov., 2009"	"2009/11"	202	Not Applicable	Not Applicable
	"Florida"	"12"	"2009"	"2009"	"Dec., 2009"	"2009/12"	221	Not Applicable	Not Applicable
